,ObjectId,Country,ISO2,ISO3,Indicator,Code,Unit,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019
243,244,Morocco,MA,MAR,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-3.869,-2.784,-5.406,-7.752,-7.229,-5.993,-5.201,-5.788,-6.584,-5.935,-7.325,-6.225,-6.633,-9.305,-11.054
244,245,Morocco,MA,MAR,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,15.142,15.947,18.649,22.237,18.941,19.271,21.166,21.324,20.966,20.854,22.021,21.014,22.056,25.604,26.846
245,246,Morocco,MA,MAR,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,42.649,44.382,45.119,46.835,47.118,50.391,55.298,55.905,55.286,57.194,59.222,,,,
246,247,"Netherlands, The",NL,NLD,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-5.136,-8.443,-14.926,-9.226,-6.065,-3.186,-1.816,5.253,4.669,6.716,2.414,,,,
247,248,"Netherlands, The",NL,NLD,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,200.765,200.812,209.483,204.002,193.684,200.406,188.672,177.73,178.633,168.994,179.238,,,,
248,249,"Netherlands, The",NL,NLD,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,98.746,98.11,101.534,98.669,82.027,90.165,96.16,92.97,93.676,93.709,95.933,91.852,91.959,95.162,97.058
249,250,"Netherlands, The",NL,NLD,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-4.92,-8.241,-14.705,-9.052,-5.846,-3.048,-1.703,5.382,4.822,6.853,2.573,-4.87599999999999,-19.804,-8.47,-14.319
250,251,"Netherlands, The",NL,NLD,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,103.666,106.351,116.239,107.721,87.874,93.213,97.864,87.589,88.854,86.856,93.36,96.728,111.763,103.632,111.377
251,252,"Netherlands, The",NL,NLD,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,195.628,192.369,194.557,194.775,187.619,197.221,186.856,182.983,183.301,175.71,181.652,,,,
252,253,New Zealand,NZ,NZL,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-9.62,-7.853,-9.577,-7.966,-4.643,-6.811,-8.377,-7.941,-9.764,-9.873,-8.886,,,,
253,254,New Zealand,NZ,NZL,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,45.471,43.973,44.747,44.244,37.451,40.021,40.819,41.509,43.508,43.891,42.83,,,,
254,255,New Zealand,NZ,NZL,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,13.084,13.595,13.707,14.73,12.183,13.643,13.715,13.688,13.865,14.114,13.153,13.167,13.33,13.08,12.269
255,256,New Zealand,NZ,NZL,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-9.88,-8.16,-9.753,-8.114,-4.809,-6.97,-8.52,-8.135,-9.883,-10.027,-9.161,-9.613,-11.059,-11.805,-12.643
256,257,New Zealand,NZ,NZL,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,22.964,21.756,23.46,22.844,16.992,20.613,22.236,21.824,23.748,24.142,22.314,22.78,24.389,24.885,24.912
257,258,New Zealand,NZ,NZL,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,35.851,36.119,35.17,36.277,32.808,33.209,32.442,33.567,33.744,34.018,33.943,,,,
258,259,Norway,NO,NOR,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-6.266,-7.345,-12.41,-10.967,-7.191,-11.425,-14.94,-10.998,-12.317,-11.049,-7.545,,,,
259,260,Norway,NO,NOR,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,56.603,60.871,63.672,66.367,60.5,64.134,65.158,61.488,63.328,63.259,59.565,,,,
260,261,Norway,NO,NOR,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,37.068,39.251,39.032,40.666,33.982,36.225,33.272,33.473,32.962,35.006,33.87,35.58,36.025,34.96,34.9
261,262,Norway,NO,NOR,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-6.127,-7.188,-12.26,-10.785,-6.968,-11.262,-14.78,-10.811,-12.076,-10.832,-7.266,-1.65,-6.883,-15.215,-13.213
262,263,Norway,NO,NOR,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,43.196,46.44,51.291,51.451,40.95,47.487,48.052,44.284,45.038,45.838,41.136,37.23,42.908,50.175,48.113
263,264,Norway,NO,NOR,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,50.337,53.526,51.262,55.399,53.309,52.709,50.219,50.49,51.011,52.21,52.02,,,,
264,265,Peru,PE,PER,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-2.539,-2.66,-4.531,-9.919,-4.913,-8.973,-9.848,-13.012,-15.101,-13.33,-14.441,,,,
265,266,Peru,PE,PER,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,31.266,30.8,35.436,45.135,42.639,50.108,54.34,56.917,59.951,61.481,63.635,,,,
266,267,Peru,PE,PER,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,9.816,11.69,11.914,12.803,11.77,13.58,15.092,14.353,12.787,13.421,11.325,11.55,11.72,11.095,11.409
267,268,Peru,PE,PER,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-2.617,-2.751,-4.631,-9.996,-5.057,-9.069,-9.924,-13.085,-15.187,-13.43,-14.552,-13.544,-15.32,-16.705,-16.972
268,269,Peru,PE,PER,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,12.433,14.441,16.546,22.799,16.827,22.649,25.016,27.439,27.974,26.851,25.877,25.094,27.04,27.8,28.381
269,270,Peru,PE,PER,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,28.727,28.139,30.905,35.217,37.727,41.135,44.492,43.905,44.85,48.151,49.194,,,,
270,271,Philippines,PH,PHL,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-2.626,-4.717,-4.865,-8.826,-8.365,-11.2,-14.504,-14.382,-18.201,-18.813,-24.377,,,,
271,272,Philippines,PH,PHL,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,79.266,75.723,80.101,86.035,86.448,94.551,98.557,100.77,114.402,120.849,135.202,,,,
272,273,Philippines,PH,PHL,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,22.211,27.361,24.073,23.399,21.272,26.192,27.771,25.975,25.955,28.856,30.322,28.13,29.476,30.182,31.181
273,274,Philippines,PH,PHL,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-2.583,-4.721,-5.009,-8.764,-8.213,-11.01,-14.353,-14.228,-17.983,-18.606,-24.079,-43.207,-46.453,-59.904,-73.624
274,275,Philippines,PH,PHL,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,24.794,32.082,29.082,32.162,29.485,37.202,42.125,40.203,43.937,47.463,54.401,71.337,75.929,90.086,104.805
275,276,Philippines,PH,PHL,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,76.64,71.006,75.235,77.209,78.083,83.351,84.053,86.388,96.2,102.035,110.825,,,,
276,277,"Poland, Rep. of",PL,POL,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,22.139,21.043,11.205,-7.134,4.192,-0.174,-1.084,4.533,9.804,3.33,9.852,,,,
277,278,"Poland, Rep. of",PL,POL,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,276.563,288.574,297.128,311.401,288.886,308.91,305.965,293.628,283.896,277.432,273.84,,,,
278,279,"Poland, Rep. of",PL,POL,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,93.605,102.767,108.077,98.903,83.343,90.633,98.133,96.245,98.337,98.561,101.229,98.558,101.799,106.427,108.244
279,280,"Poland, Rep. of",PL,POL,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,22.07,20.996,11.039,-7.276,3.995,-0.297,-1.227,4.358,9.615,3.152,9.558,5.82400000000001,-0.585999999999999,-3.40799999999999,5.181
280,281,"Poland, Rep. of",PL,POL,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,71.535,81.771,97.037,106.18,79.348,90.931,99.361,91.887,88.722,95.409,91.671,92.734,102.385,109.835,103.063
281,282,"Poland, Rep. of",PL,POL,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,298.702,309.617,308.333,304.268,293.079,308.736,304.881,298.162,293.7,280.762,283.693,,,,
282,283,Portugal,PT,PRT,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-13.273,-13.234,-13.482,-14.919,-8.976,-11.345,-8.121,-4.854,-2.159,-3.547,-1.597,,,,
283,284,Portugal,PT,PRT,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,77.898,73.034,71.777,71.041,65.172,61.673,58.196,53.633,48.975,49.611,51.674,,,,
284,285,Portugal,PT,PRT,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,19.594,21.801,23.299,23.275,18.264,18.783,21.384,22.824,23.743,23.697,24.485,25.328,27.881,30.335,29.366
285,286,Portugal,PT,PRT,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-13.47,-13.449,-13.72,-15.107,-9.199,-11.547,-8.301,-5.048,-2.39,-3.783,-1.919,-1.652,-2.267,-5.017,-9.675
286,287,Portugal,PT,PRT,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,33.064,35.25,37.019,38.382,27.462,30.33,29.685,27.871,26.133,27.48,26.404,26.98,30.148,35.352,39.041
287,288,Portugal,PT,PRT,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,64.625,59.8,58.295,56.122,56.197,50.328,50.075,48.78,46.816,46.064,50.077,,,,
288,289,Romania,RO,ROU,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,5.505,0.998,-7.857,-14.042,-6.427,-5.009,-2.621,-0.211,0.186,-0.392,-1.528,,,,
289,290,Romania,RO,ROU,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,87.654,94.731,101.002,105.731,85.289,80.792,84.482,80.131,69.888,70.183,72.506,,,,
290,291,Romania,RO,ROU,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,32.275,31.341,28.349,25.992,19.487,22.759,27.928,26.162,26.624,27.705,25.908,19.584,18.171,13.511,16.886
291,292,Romania,RO,ROU,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,5.46,0.959,-7.88,-14.065,-6.451,-4.996,-2.626,-0.226,0.168,-0.388,-1.522,-3.564,-9.115,-11.775,-8.692
292,293,Romania,RO,ROU,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,26.815,30.382,36.229,40.057,25.937,27.754,30.553,26.388,26.456,28.093,27.43,23.148,27.286,25.286,25.578
293,294,Romania,RO,ROU,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,93.159,95.729,93.145,91.69,78.862,75.783,81.861,79.92,70.074,69.792,70.978,,,,
294,295,Russian Federation,RU,RUS,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,396.601,370.898,306.62,301.352,309.718,316.343,313.405,234.664,206.438,232.171,320.095,,,,
295,296,Russian Federation,RU,RUS,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,1099.208,1180.126,1241.89,1266.253,1144.898,1227.579,1307.88,1331.792,1324.769,1278.977,1167.53,,,,
296,297,Russian Federation,RU,RUS,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,512.826,511.602,484.657,509.184,447.565,489.138,510.637,449.254,420.728,421.954,449.484,460.084,437.922,390.154,395.077
297,298,Russian Federation,RU,RUS,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,396.901,371.023,306.847,301.508,309.999,316.777,313.695,235.286,207.402,232.785,320.738,320.64,274.093,224.796,221.024
298,299,Russian Federation,RU,RUS,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,115.926,140.579,177.809,207.676,137.565,172.362,196.942,213.968,213.326,189.169,128.746,139.444,163.829,165.358,174.053
299,300,Russian Federation,RU,RUS,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,1495.809,1551.024,1548.51,1567.605,1454.616,1543.922,1621.285,1566.456,1531.207,1511.148,1487.625,,,,
300,301,Saudi Arabia,SA,SAU,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,24.196,12.891,-8.426,-29.958,-25.177,-25.589,-18.646,-30.249,-24.533,-53.567,-53.679,,,,
301,302,Saudi Arabia,SA,SAU,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,279.202,309.556,347.733,400.371,410.69,450.705,459.966,500.522,502.969,569.349,595.054,,,,
302,303,Saudi Arabia,SA,SAU,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,75.624,79.712,76.142,71.91,62.705,67.715,82.251,81.683,91.796,76.162,76.725,,,,
303,304,Saudi Arabia,SA,SAU,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,20.591,9.482,-11.792,-32.329,-27.366,-27.082,-20.333,-31.251,-26.506,-54.139,-55.027,,,,
304,305,Saudi Arabia,SA,SAU,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,55.033,70.23,87.934,104.239,90.071,94.797,102.584,112.935,118.302,130.301,131.752,,,,
305,306,Saudi Arabia,SA,SAU,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,303.397,322.448,339.308,370.413,385.512,425.116,441.32,470.273,478.436,515.782,541.376,,,,
306,307,Singapore,SG,SGP,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,22.488,33.567,37.009,33.326,45.846,49.539,53.38,46.126,50.846,53.506,51.897,,,,
307,308,Singapore,SG,SGP,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,50.95,50.488,54.243,61.996,58.225,67.223,69.267,73.04,72.008,70.825,70.497,,,,
308,309,Singapore,SG,SGP,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,96.871,119.13,120.528,128.304,130.946,142.089,153.46,147.83,151.056,154.594,153.058,156.603,168.176,166.828,160.678
309,310,Singapore,SG,SGP,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,22.875,33.94,37.432,33.793,46.336,49.988,53.813,46.58,51.351,53.984,52.496,62.678,74.369,63.198,53.358
310,311,Singapore,SG,SGP,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,73.995,85.19,83.096,94.51,84.611,92.102,99.647,101.249,99.704,100.61,100.562,93.925,93.807,103.63,107.32
311,312,Singapore,SG,SGP,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,73.438,84.055,91.252,95.321,104.07,116.762,122.647,119.166,122.854,124.33,122.394,,,,
312,313,Slovak Rep.,SK,SVK,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,3.588,2.262,-1.602,-2.704,-3.634,-1.951,-4.02,-1.267,0.893,-0.554,-1.496,,,,
313,314,Slovak Rep.,SK,SVK,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,33.123,33.526,36.807,37.643,35.727,36.344,36.281,32.032,30.164,29.494,30.648,,,,
314,315,Slovak Rep.,SK,SVK,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,29.757,33.478,37.257,36.908,28.357,32.678,36.091,35.799,34.132,32.139,30.724,32.797,30.614,37.299,34.903
315,316,Slovak Rep.,SK,SVK,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,3.568,2.231,-1.626,-2.735,-3.679,-1.988,-4.059,-1.305,0.862,-0.589,-1.518,0.369,-1.739,3.173,1.313
316,317,Slovak Rep.,SK,SVK,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,26.189,31.247,38.883,39.643,32.036,34.667,40.149,37.104,33.271,32.728,32.243,32.428,32.353,34.126,33.59
317,318,Slovak Rep.,SK,SVK,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,36.711,35.787,35.205,34.939,32.092,34.394,32.261,30.765,31.057,28.94,29.152,,,,
318,319,"Slovenia, Rep. of",SI,SVN,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-2.076,-2.178,-3.061,-3.676,-2.18,-2.041,-1.575,-0.893,-0.806,-1.535,-1.108,,,,
319,320,"Slovenia, Rep. of",SI,SVN,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,17.726,17.899,19.013,20.659,17.036,17.497,17.239,15.885,15.195,14.321,14.0,,,,
320,321,"Slovenia, Rep. of",SI,SVN,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,9.745,11.108,11.869,11.852,8.503,9.911,10.887,10.145,9.793,9.159,8.715,,,,
321,322,"Slovenia, Rep. of",SI,SVN,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-2.05,-2.158,-3.037,-3.664,-2.147,-2.026,-1.56,-0.886,-0.795,-1.525,-1.105,,,,
322,323,"Slovenia, Rep. of",SI,SVN,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,11.794,13.266,14.906,15.516,10.65,11.937,12.448,11.031,10.588,10.684,9.82,,,,
323,324,"Slovenia, Rep. of",SI,SVN,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,15.651,15.721,15.953,16.983,14.856,15.455,15.664,14.992,14.389,12.786,12.892,,,,
324,325,South Africa,ZA,ZAF,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,75.045,71.951,83.921,103.388,75.853,98.046,95.593,89.509,94.918,110.534,101.062,,,,
325,326,South Africa,ZA,ZAF,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,300.6,305.361,311.256,323.117,327.917,312.591,301.454,325.787,330.458,328.481,313.451,,,,
326,327,South Africa,ZA,ZAF,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,121.614,127.94,142.306,161.149,122.713,154.824,158.352,152.295,157.657,168.358,156.187,148.705,162.253,170.334,158.532
327,328,South Africa,ZA,ZAF,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,74.481,71.517,83.489,103.049,75.533,97.749,95.302,89.103,94.51,110.062,100.552,96.478,107.049,114.327,105.022
328,329,South Africa,ZA,ZAF,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,47.132,56.423,58.818,58.101,47.18,57.075,63.05,63.192,63.147,58.296,55.636,52.227,55.204,56.007,53.51
329,330,South Africa,ZA,ZAF,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,375.645,377.312,395.177,426.505,403.77,410.637,397.047,415.297,425.375,439.015,414.513,,,,
330,331,Spain,ES,ESP,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-57.664,-74.788,-84.671,-78.739,-48.114,-51.758,-43.119,-22.081,-25.689,-30.738,-30.489,,,,
331,332,Spain,ES,ESP,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,411.653,422.061,444.016,409.594,342.632,331.677,326.59,300.528,277.159,279.68,293.817,,,,
332,333,Spain,ES,ESP,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,117.746,121.412,131.353,124.683,88.983,98.307,111.866,114.082,107.694,105.126,101.033,80.936,82.527,93.118,98.318
333,334,Spain,ES,ESP,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-59.54,-76.456,-86.223,-80.073,-49.531,-52.983,-44.331,-23.221,-27.05,-32.256,-32.117,-57.402,-68.671,-60.143,-46.593
334,335,Spain,ES,ESP,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,177.285,197.868,217.576,204.756,138.514,151.291,156.196,137.303,134.745,137.381,133.151,138.338,151.198,153.261,144.911
335,336,Spain,ES,ESP,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,353.989,347.273,359.345,330.855,294.518,279.918,283.471,278.446,251.47,248.941,263.328,,,,
336,337,Sweden,SE,SWE,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-24.892,-29.562,-32.396,-30.674,-22.841,-28.911,-32.84,-31.339,-31.181,-28.924,-26.393,,,,
337,338,Sweden,SE,SWE,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,82.664,86.165,86.243,82.493,71.743,84.571,82.639,77.065,76.184,74.291,70.196,,,,
338,339,Sweden,SE,SWE,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,44.325,47.626,48.051,47.429,32.013,40.961,39.549,36.38,33.286,34.07,30.328,35.491,39.558,40.316,38.779
339,340,Sweden,SE,SWE,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-24.803,-29.568,-32.355,-30.637,-22.811,-28.785,-32.707,-31.196,-30.988,-28.77,-26.234,-26.27,-24.648,-19.418,-14.114
340,341,Sweden,SE,SWE,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,69.128,77.194,80.406,78.067,54.824,69.746,72.255,67.576,64.274,62.839,56.562,61.761,64.206,59.734,52.893
341,342,Sweden,SE,SWE,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,57.772,56.603,53.848,51.819,48.902,55.66,49.799,45.727,45.003,45.367,43.803,,,,
342,343,Switzerland,CH,CHE,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-38.732,-40.765,-40.971,-41.109,-44.817,-43.248,-50.847,-47.996,-47.839,-44.876,-49.293,,,,
343,344,Switzerland,CH,CHE,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,92.425,94.037,92.534,95.084,97.205,96.024,100.686,97.864,98.287,90.92,94.16,,,,
344,345,Switzerland,CH,CHE,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,41.624,46.46,49.144,51.254,46.732,50.134,53.297,53.144,57.089,46.912,43.44,36.097,37.84,31.794,28.167
345,346,Switzerland,CH,CHE,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-38.507,-40.587,-40.84,-40.992,-44.658,-43.158,-50.671,-47.772,-47.592,-44.671,-48.831,-49.087,-49.289,-57.525,-62.893
346,347,Switzerland,CH,CHE,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,80.131,87.047,89.984,92.246,91.39,93.291,103.968,100.915,104.681,91.583,92.271,85.184,87.129,89.319,91.06
347,348,Switzerland,CH,CHE,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,53.693,53.272,51.563,53.975,52.387,52.777,49.838,49.868,50.448,46.045,44.867,,,,
348,349,Taiwan Province of China,TW,TWN,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,34.26,36.67,53.457,45.602,49.531,53.036,50.403,52.921,52.412,51.869,57.366,,,,
349,350,Taiwan Province of China,TW,TWN,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,235.148,242.151,230.723,223.906,207.119,219.138,221.199,210.442,211.848,214.94,210.858,,,,
350,351,Taiwan Province of China,TW,TWN,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,199.664,217.356,231.965,212.571,175.636,213.455,213.626,193.479,192.859,203.388,195.043,204.458,204.458,204.458,204.458
351,352,Taiwan Province of China,TW,TWN,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,34.535,36.877,53.65,45.755,49.538,53.071,50.367,52.791,52.355,51.633,57.159,48.884,48.884,48.884,48.884
352,353,Taiwan Province of China,TW,TWN,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,165.128,180.479,178.316,166.816,126.098,160.384,163.259,140.688,140.504,151.755,137.884,155.574,155.574,155.574,155.574
353,354,Taiwan Province of China,TW,TWN,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,269.408,278.821,284.18,269.508,256.65,272.174,271.602,263.362,264.26,266.809,268.224,,,,
354,355,Thailand,TH,THA,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,16.763,22.212,27.925,17.465,24.879,11.666,2.776,2.945,7.428,19.428,32.289,,,,
355,356,Thailand,TH,THA,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,196.757,192.624,195.255,209.025,196.471,226.18,232.508,249.455,255.149,239.72,235.388,,,,
356,357,Thailand,TH,THA,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,129.711,133.961,144.292,148.888,128.197,144.645,156.683,163.314,173.591,171.751,173.753,176.347,188.897,194.53,212.009
357,358,Thailand,TH,THA,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,14.587,20.061,25.554,15.261,22.775,9.837,0.336,0.089,4.232,16.68,28.351,38.919,31.686,31.433,38.129
358,359,Thailand,TH,THA,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,115.124,113.9,118.738,133.628,105.422,134.808,156.347,163.225,169.359,155.071,145.402,137.428,157.211,163.097,173.88
359,360,Thailand,TH,THA,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,213.52,214.836,223.18,226.49,221.35,237.847,235.284,252.4,262.577,259.148,267.676,,,,
360,361,Tunisia,TN,TUN,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-0.142,0.251,-0.063,-0.981,-0.759,-0.188,-1.264,-1.372,-1.446,-1.724,-1.676,,,,
361,362,Tunisia,TN,TUN,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,21.597,22.315,23.018,24.176,24.01,25.67,25.799,27.023,26.991,28.711,29.138,,,,
362,363,Tunisia,TN,TUN,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,8.147,8.701,9.314,10.289,8.205,9.933,8.359,9.479,8.898,8.749,7.888,8.412,8.04,7.889,7.259
363,364,Tunisia,TN,TUN,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-0.047,0.324,-0.003,-0.92,-0.754,-0.126,-1.185,-1.319,-1.344,-1.691,-1.616,-0.276999999999999,-0.73,-1.386,-2.697
